FlightMode:,T:,P:,Sample:
Standby,23.847459,100968.182680,9040
Standby,23.846236,100966.162421,9041
Standby,23.843352,100965.983595,9042
Standby,23.840625,100967.741601,9043
Standby,23.846900,100969.180686,9044
Standby,23.847267,100967.156792,9045
Standby,23.836291,100964.112658,9046
Standby,23.831065,100966.333482,9047
Standby,23.832253,100965.731720,9048
Standby,23.841744,100966.030791,9049
Standby,23.849714,100967.949454,9050
Standby,23.839140,100966.517417,9051
Standby,23.837532,100965.186273,9052
Standby,23.830715,100968.329581,9053
Standby,23.830435,100967.093791,9054
Standby,23.839437,100967.487860,9055
Standby,23.843229,100968.205562,9056
Standby,23.843334,100966.898529,9057
Standby,23.845222,100967.073195,9058
Standby,23.846376,100967.968572,9059
Standby,23.845694,100964.724544,9060
Standby,23.844803,100966.613658,9061
Standby,23.848088,100966.693545,9062
Standby,23.846411,100965.853515,9063
Standby,23.840800,100964.295787,9064
Standby,23.847249,100966.994396,9065
Standby,23.843876,100966.276800,9066
Standby,23.845554,100965.976125,9067
Standby,23.848665,100965.778714,9068
Standby,23.849994,100965.668076,9069
Standby,23.842216,100965.409050,9070
Standby,23.846026,100969.315170,9071
Standby,23.842810,100967.619280,9072
Standby,23.841307,100968.292291,9073
Standby,23.844593,100968.498946,9074
Standby,23.837724,100969.396562,9075
Standby,23.840835,100969.246731,9076
Standby,23.839874,100967.666187,9077
Standby,23.840031,100970.696190,9078
Standby,23.845047,100969.631826,9079
Standby,23.841482,100969.393418,9080
Standby,23.836273,100968.592219,9081
Standby,23.840887,100966.692058,9082
Standby,23.844680,100970.324886,9083
Standby,23.829107,100969.659998,9084
Standby,23.821766,100967.012616,9085
Standby,23.827953,100969.968664,9086
Standby,23.823601,100969.900320,9087
Standby,23.820053,100968.857848,9088
Standby,23.826555,100970.063396,9089
Standby,23.828478,100967.822114,9090
Standby,23.829666,100967.347102,9091
Standby,23.828181,100965.901134,9092
Standby,23.833092,100970.199555,9093
Standby,23.834787,100968.286918,9094
Standby,23.835504,100969.209920,9095
Standby,23.828967,100968.408400,9096
Standby,23.823444,100965.872348,9097
Standby,23.824772,100968.486654,9098
Standby,23.822203,100966.652302,9099
Standby,23.831082,100968.127669,9100
Standby,23.828932,100967.117220,9101
Standby,23.828565,100966.606215,9102
Standby,23.828583,100964.756597,9103
Standby,23.828460,100966.677483,9104
Standby,23.825769,100967.540294,9105
Standby,23.824860,100964.751814,9106
Standby,23.825908,100968.411664,9107
Standby,23.828705,100967.461746,9108
Standby,23.825734,100968.467073,9109
Standby,23.824283,100965.349737,9110
Standby,23.825384,100966.233202,9111
Standby,23.828181,100966.202143,9112
Standby,23.829037,100968.392574,9113
Standby,23.829981,100967.038241,9114
Standby,23.829561,100966.752980,9115
Standby,23.829089,100966.154817,9116
Standby,23.829841,100967.640230,9117
Standby,23.826975,100966.055331,9118
Standby,23.829212,100966.642004,9119
Standby,23.829212,100965.976615,9120
Standby,23.827656,100967.810046,9121
Standby,23.827726,100966.289176,9122
Standby,23.833774,100969.973949,9123
Standby,23.831799,100967.276284,9124
Standby,23.831414,100968.551535,9125
Standby,23.833879,100967.874806,9126
Standby,23.836360,100968.722941,9127
Standby,23.835277,100968.825681,9128
Standby,23.832358,100966.405058,9129
Standby,23.836116,100966.623711,9130
Standby,23.837025,100967.637850,9131
Standby,23.833686,100967.387598,9132
Standby,23.838475,100969.757153,9133
Standby,23.840311,100969.238696,9134
Standby,23.838213,100966.228087,9135
Standby,23.838371,100966.881641,9136
Standby,23.841517,100968.720097,9137
Standby,23.834141,100967.427305,9138
Standby,23.838405,100967.317328,9139
Standby,23.831834,100967.458483,9140
Standby,23.830942,100967.889998,9141
Standby,23.836133,100969.115002,9142
Standby,23.832900,100968.872682,9143
Standby,23.831571,100969.379351,9144
Standby,23.828146,100967.049713,9145
Standby,23.824231,100968.680599,9146
Standby,23.830505,100968.947398,9147
Standby,23.827412,100969.370482,9148
Standby,23.824493,100965.920112,9149
Standby,23.834578,100968.936426,9150
Standby,23.827796,100968.047716,9151
Standby,23.826922,100966.439500,9152
Standby,23.826730,100966.015670,9153
Standby,23.825367,100968.922460,9154
Standby,23.822011,100967.163175,9155
Standby,23.821888,100968.228546,9156
Standby,23.830383,100970.424698,9157
Standby,23.827149,100969.152587,9158
Standby,23.820682,100970.077856,9159
Standby,23.823252,100966.985233,9160
Standby,23.821172,100967.939255,9161
Standby,23.820403,100967.226171,9162
Standby,23.827324,100969.873463,9163
Standby,23.826555,100970.903050,9164
Standby,23.820822,100969.048137,9165
Standby,23.818183,100969.542581,9166
Standby,23.816662,100970.892762,9167
Standby,23.827184,100969.683320,9168
Standby,23.820543,100969.475814,9169
Standby,23.817257,100970.552300,9170
Standby,23.814408,100968.448561,9171
Standby,23.807923,100969.813337,9172
Standby,23.803291,100968.224027,9173
Standby,23.805878,100969.618759,9174
Standby,23.807993,100967.373701,9175
Standby,23.809217,100969.425533,9176
Standby,23.803449,100965.059677,9177
Standby,23.818865,100969.380361,9178
Standby,23.820333,100968.889598,9179
Standby,23.818865,100970.220001,9180
Standby,23.819424,100966.291248,9181
Standby,23.822151,100969.777200,9182
Standby,23.822238,100969.781181,9183
Standby,23.811017,100968.091291,9184
Standby,23.817099,100968.678919,9185
Standby,23.817187,100966.956100,9186
Standby,23.818113,100968.259342,9187
Standby,23.820770,100969.052085,9188
Standby,23.822028,100966.549287,9189
Standby,23.825297,100971.393872,9190
Standby,23.823706,100968.640871,9191
Standby,23.825978,100969.631553,9192
Standby,23.820805,100968.600587,9193
Standby,23.822832,100971.389326,9194
Standby,23.811454,100968.063674,9195
Standby,23.812660,100967.355035,9196
Standby,23.810423,100967.291125,9197
Standby,23.810929,100967.485313,9198
Standby,23.812258,100967.707423,9199
Standby,23.810440,100969.227812,9200
Standby,23.813167,100969.022536,9201
Standby,23.818847,100967.712958,9202
Standby,23.810090,100967.532634,9203
Standby,23.807976,100969.334132,9204
Standby,23.811366,100967.568589,9205
Standby,23.810510,100966.534691,9206
Standby,23.812677,100968.357050,9207
Standby,23.811122,100968.986390,9208
Standby,23.810073,100968.019771,9209
Standby,23.808605,100970.300648,9210
Standby,23.811891,100967.133061,9211
Standby,23.808238,100967.904465,9212
Standby,23.815002,100968.615047,9213
Standby,23.813691,100968.919690,9214
Standby,23.805826,100968.371201,9215
Standby,23.807434,100968.260709,9216
Standby,23.806298,100967.971312,9217
Standby,23.812223,100970.075801,9218
Standby,23.810545,100968.617921,9219
Standby,23.815684,100970.037046,9220
Standby,23.814198,100971.268407,9221
Standby,23.811401,100968.542882,9222
Standby,23.813743,100968.915742,9223
Standby,23.809391,100967.358202,9224
Standby,23.816872,100968.706589,9225
Standby,23.811436,100966.824032,9226
Standby,23.815649,100966.939894,9227
Standby,23.815509,100968.318129,9228
Standby,23.815351,100968.187393,9229
Standby,23.815893,100971.098522,9230
Standby,23.811052,100966.720966,9231
Standby,23.815946,100967.498401,9232
Standby,23.806263,100967.979224,9233
Standby,23.803711,100967.400361,9234
Standby,23.811961,100969.778698,9235
Standby,23.807731,100968.122166,9236
Standby,23.800687,100967.268905,9237
Standby,23.795199,100970.079362,9238
Standby,23.789343,100970.287689,9239
Standby,23.792385,100967.650919,9240
Standby,23.787229,100967.954493,9241
Standby,23.791284,100968.684277,9242
Standby,23.794867,100969.227794,9243
Standby,23.802907,100969.768499,9244
Standby,23.799900,100968.642967,9245
Standby,23.795566,100968.926990,9246
Standby,23.794779,100969.112921,9247
Standby,23.789868,100967.666095,9248
Standby,23.796422,100969.675726,9249
Standby,23.795671,100969.315134,9250
Standby,23.797366,100968.955183,9251
Standby,23.794587,100968.277233,9252
Standby,23.802505,100969.392155,9253
Standby,23.803256,100968.216097,9254
Standby,23.801631,100969.447377,9255
Standby,23.808919,100969.373973,9256
Standby,23.810929,100968.720989,9257
Standby,23.803414,100967.142858,9258
Standby,23.806210,100967.729702,9259
Standby,23.804462,100967.079753,9260
Standby,23.803851,100967.289504,9261
Standby,23.803256,100968.073521,9262
Standby,23.807888,100968.094482,9263
Standby,23.810055,100968.459381,9264
Standby,23.804113,100966.160843,9265
Standby,23.811576,100971.275675,9266
Standby,23.806018,100967.907875,9267
Standby,23.808692,100968.831330,9268
Standby,23.801666,100966.968160,9269
Standby,23.810353,100968.732729,9270
Standby,23.809968,100967.045464,9271
Standby,23.807172,100966.474472,9272
Standby,23.808308,100967.080703,9273
Standby,23.809916,100969.029658,9274
Standby,23.803903,100969.756873,9275
Standby,23.806822,100968.407094,9276
Standby,23.815544,100969.941958,9277
Standby,23.803763,100966.255807,9278
Standby,23.810790,100969.782369,9279
Standby,23.813971,100967.097916,9280
Standby,23.814303,100967.553456,9281
Standby,23.812642,100967.160965,9282
Standby,23.818585,100968.176282,9283
Standby,23.816435,100968.021309,9284
Standby,23.817134,100969.637382,9285
Standby,23.818847,100968.394175,9286
Standby,23.818847,100966.794106,9287
Standby,23.814163,100968.155423,9288
Standby,23.818969,100969.657626,9289
Standby,23.818253,100968.813854,9290
Standby,23.809112,100967.484869,9291
Standby,23.808255,100968.019323,9292
Standby,23.808972,100969.037345,9293
Standby,23.800425,100967.526265,9294
Standby,23.804375,100968.691633,9295
Standby,23.803309,100968.132941,9296
Standby,23.810790,100970.542785,9297
Standby,23.808727,100967.809534,9298
Standby,23.806228,100969.143591,9299
Standby,23.806507,100968.779299,9300
Standby,23.801876,100971.087057,9301
Standby,23.796580,100968.523296,9302
Standby,23.800757,100970.104581,9303
Standby,23.794080,100970.110747,9304
Standby,23.799708,100969.343910,9305
Standby,23.799831,100969.989489,9306
Standby,23.792892,100970.443100,9307
Standby,23.797681,100971.101798,9308
Standby,23.797890,100968.693934,9309
Standby,23.799044,100969.272451,9310
Standby,23.793154,100967.603596,9311
Standby,23.798362,100970.416829,9312
Standby,23.798397,100971.090106,9313
Standby,23.802977,100970.671497,9314
Standby,23.809461,100972.110807,9315
Standby,23.805529,100969.206783,9316
Standby,23.808954,100971.061149,9317
Standby,23.808430,100969.025329,9318
Standby,23.807748,100970.518258,9319
Standby,23.802382,100969.665393,9320
Standby,23.795443,100967.631916,9321
Standby,23.801823,100968.112763,9322
Standby,23.808045,100970.569819,9323
Standby,23.806263,100970.149558,9324
Standby,23.804585,100968.691686,9325
Standby,23.799219,100968.187345,9326
Standby,23.804148,100969.036134,9327
Standby,23.807364,100970.130034,9328
Standby,23.803833,100967.317222,9329
Standby,23.810353,100970.142666,9330
Standby,23.804008,100967.372712,9331
Standby,23.810492,100969.208023,9332
Standby,23.807084,100966.454648,9333
Standby,23.817169,100969.185887,9334
Standby,23.811698,100967.675604,9335
Standby,23.816225,100969.130212,9336
Standby,23.815596,100970.856856,9337
Standby,23.808063,100968.751964,9338
Standby,23.811471,100966.071544,9339
Standby,23.819791,100968.529058,9340
Standby,23.819074,100969.744783,9341
Standby,23.814041,100967.478143,9342
Standby,23.812258,100970.701571,9343
Standby,23.817938,100969.883130,9344
Standby,23.814250,100967.541562,9345
Standby,23.819808,100970.354888,9346
Standby,23.814932,100968.646714,9347
Standby,23.814058,100967.767266,9348
Standby,23.814827,100968.211030,9349
Standby,23.817781,100967.851326,9350
Standby,23.820018,100969.325187,9351
Standby,23.819004,100969.427921,9352
Standby,23.818865,100969.998209,9353
Standby,23.812572,100969.822415,9354
Standby,23.817921,100969.895008,9355
Standby,23.816872,100970.243283,9356
Standby,23.818480,100970.180303,9357
Standby,23.817519,100968.203753,9358
Standby,23.821591,100970.410762,9359
Standby,23.820910,100967.071826,9360
Standby,23.822990,100969.523919,9361
Standby,23.822692,100969.567416,9362
Standby,23.820368,100967.772723,9363
Standby,23.822203,100969.361349,9364
Standby,23.819337,100968.299237,9365
Standby,23.820001,100968.529107,9366
Standby,23.819406,100967.887354,9367
Standby,23.817187,100969.950278,9368
Standby,23.814582,100968.107997,9369
Standby,23.820141,100968.576667,9370
Standby,23.814984,100968.230871,9371
Standby,23.821189,100968.434333,9372
Standby,23.820682,100967.242079,9373
Standby,23.818270,100968.881188,9374
Standby,23.825646,100970.364192,9375
Standby,23.822745,100970.387272,9376
Standby,23.821207,100968.644248,9377
Standby,23.818655,100968.794147,9378
Standby,23.820543,100969.665922,9379
Standby,23.818078,100969.629688,9380
Standby,23.815771,100970.944031,9381
Standby,23.813411,100970.028568,9382
Standby,23.821014,100969.630389,9383
Standby,23.822727,100968.212899,9384
Standby,23.814967,100968.417012,9385
Standby,23.822815,100971.369518,9386
Standby,23.825402,100969.880938,9387
Standby,23.823269,100969.809148,9388
Standby,23.826223,100968.182020,9389
Standby,23.811034,100967.429891,9390
Standby,23.816855,100969.463050,9391
Standby,23.817239,100970.310701,9392
Standby,23.818672,100969.621909,9393
Standby,23.815456,100968.686446,9394
Standby,23.814460,100970.266458,9395
Standby,23.804899,100968.984838,9396
Standby,23.810632,100969.223899,9397
Standby,23.815334,100970.797384,9398
Standby,23.804445,100969.230271,9399
Standby,23.805354,100968.485936,9400
Standby,23.807923,100968.419249,9401
Standby,23.816977,100967.795687,9402
Standby,23.814810,100968.523908,9403
Standby,23.824947,100972.471078,9404
Standby,23.821224,100970.137394,9405
Standby,23.830138,100971.272224,9406
Standby,23.825157,100969.872960,9407
Standby,23.828163,100970.317249,9408
Standby,23.824702,100971.021433,9409
Standby,23.826573,100969.845565,9410
Standby,23.825069,100970.708631,9411
Standby,23.825069,100968.411471,9412
Standby,23.816592,100970.496690,9413
Standby,23.820595,100968.347061,9414
Standby,23.824947,100968.399561,9415
Standby,23.827132,100967.342572,9416
Standby,23.828373,100969.208316,9417
Standby,23.827709,100970.182482,9418
Standby,23.823199,100966.624806,9419
Standby,23.829002,100968.543070,9420
Standby,23.828443,100968.717212,9421
Standby,23.834910,100970.580191,9422
Standby,23.830418,100969.117686,9423
Standby,23.834403,100970.021619,9424
Standby,23.833214,100967.375613,9425
Standby,23.831746,100968.357536,9426
Standby,23.833739,100970.346247,9427
Standby,23.829928,100968.119489,9428
Standby,23.836028,100969.360543,9429
Standby,23.826992,100969.972402,9430
Standby,23.826503,100969.449486,9431
Standby,23.813674,100969.612778,9432
Standby,23.805703,100969.151380,9433
Standby,23.813376,100968.895850,9434
Standby,23.820158,100970.608448,9435
Standby,23.820612,100970.125366,9436
Standby,23.823724,100969.674594,9437
Standby,23.822116,100970.323754,9438
Standby,23.822063,100969.218735,9439
Standby,23.819808,100968.295388,9440
Standby,23.823916,100971.207396,9441
Standby,23.820630,100969.210476,9442
Standby,23.826852,100971.715050,9443
Standby,23.827883,100969.778537,9444
Standby,23.828058,100969.723128,9445
Standby,23.826643,100971.112984,9446
Standby,23.827779,100971.212266,9447
Standby,23.820805,100970.739303,9448
Standby,23.819249,100969.166582,9449
Standby,23.821714,100970.359303,9450
Standby,23.833931,100972.782118,9451
Standby,23.826730,100970.483264,9452
Standby,23.821137,100970.751264,9453
Standby,23.821364,100968.965093,9454
Standby,23.824126,100971.112391,9455
Standby,23.822395,100968.802950,9456
Standby,23.818637,100971.451683,9457
Standby,23.820700,100970.652145,9458
Standby,23.824633,100971.005574,9459
Standby,23.824091,100971.072776,9460
Standby,23.827534,100972.012258,9461
Standby,23.823461,100970.296348,9462
Standby,23.820717,100969.087718,9463
Standby,23.830837,100970.511936,9464
Standby,23.827761,100969.370563,9465
Standby,23.823409,100967.512030,9466
Standby,23.827132,100971.192311,9467
Standby,23.817763,100969.621691,9468
Standby,23.815037,100970.444823,9469
Standby,23.817082,100969.562119,9470
Standby,23.822430,100969.777266,9471
Standby,23.823461,100970.185451,9472
Standby,23.826066,100969.302841,9473
Standby,23.824038,100969.080576,9474
Standby,23.827849,100970.832060,9475
Standby,23.827010,100969.928840,9476
Standby,23.823636,100968.926019,9477
Standby,23.825908,100968.395821,9478
Standby,23.827744,100970.237939,9479
Standby,23.825209,100970.597766,9480
